facility_id,facility_name,lot_number,has_visitor_parking,campus_region,street_address,zip_code
8413,Racine County Services Center,None,None,None,1072 Milwaukee Ave,53105-1362
8414,Northwoods Center,None,None,None,5350 College Dr,54501
8416,Hillside Hall at UW-Green Bay Manitowoc,None,None,None,705 Viebahn St,54220-6601
8417,Langlade County Health Service Center,None,None,None,1225 Langlade Rd,54409-2762
8418,La Crosse County Administrative Center,None,None,None,212 N 6th St,54601-3355
8419,Kewaunee County Fairgrounds,None,None,None,625 3rd St,54217-1264
8420,Juneau County Courthouse,None,None,None,220 E State St,53948-1398
8422,Columbia County Administration Building,None,None,None,112 E Edgewater St,53901-2213
8423,Brown County STEM Innovation Center,None,None,None,2019 Technology Way,54311-3408
8424,Lafayette County Offices,None,None,None,700 Main St,53530-1207
8426,Schutz Rd W9110,None,None,None,W9110 Schutz Road,53555
8427,7th Ave 106,None,None,None,106 7th Ave,54409
8995,Antarctic Research Inst-South Pole,None,None,None,South Pole,00000-0000
9001,Wisconsin Entomology Trailer,None,None,None,630 Oak St,53575-1127
9004,Rec Sports Temporary Building (inactive),None,None,None,1603 University Bay Dr,53706-0000
9011,Linden Dr Temporary Bridge,None,None,None,2095 Linden Dr,53706-0000
9014,Lelah Starks-Trailer,None,None,None,7749 Hwy K,54501-9140
9046,High Energy Physics-Switzerland,None,None,None,Switzerland,00000-0000
9047,High Energy Physics-Germany,None,None,None,Germany,00000-0000
9048,South Pole Station,None,None,None,South Pole,00000-0000
9051,Porter Boathouse Fuel Tank,None,None,None,680 Babcock Dr,53706-1210
9071,ARS Madison-West-Greenhouse#1,None,None,None,8502 Mineral Point Rd,53593-9689
9072,ARS Madison-West-Storage Bldg#1,None,None,None,8502 Mineral Point Rd,53593-9689
9073,ARS Madison-West-Greenhouse#2,None,None,None,8502 Mineral Point Rd,53593-9689
9074,ARS Madison-West-High Tunnel#1,None,None,None,8502 Mineral Point Rd,53593-9689
9075,ARS Madison-West-High Tunnel#2,None,None,None,8502 Mineral Point Rd,53593-9689
9076,ARS Madison-West-High Tunnel#3,None,None,None,8502 Mineral Point Rd,53593-9689
9080,US Forage Resh Ctr-Grounds,None,None,None,S8822 Sunset Dr,53578-0000
9081,US Forage Resh Ctr-Employee Housing 1,None,None,None,S8822 Sunset Dr,53578-0000
9082,US Forage Resh Ctr-Employee Housing 2,None,None,None,S8822 Sunset Dr,53578-0000
9083,US Forage Resh Ctr-Dry Cow Barn,None,None,None,S8822 Sunset Dr,53578-0000
9084,US Forage Resh Ctr-Storage 40x50,None,None,None,S8822 Sunset Dr,53578-0000
9085,US Forage Resh Ctr-Grain Bin 3,None,None,None,S8822 Sunset Dr,53578-0000
9086,US Forage Resh Ctr-Grain Bin 2,None,None,None,S8822 Sunset Dr,53578-0000
9101,US Forage Resh Ctr-Grain Bin 1,None,None,None,S8822 Sunset Dr,53578-0000
9102,US Forage Resh Ctr-Chemical Storage,None,None,None,S8822 Sunset Dr,53578-0000
9103,US Forage Resh Ctr-Cow Maternity Barn,None,None,None,S8822 Sunset Dr,53578-0000
9104,US Forage Resh Ctr-Machine Shed,None,None,None,S8822 Sunset Dr,53578-0000
9151,ARS Hancock-Visitor Center,None,None,None,N3909 Cty Rd V,54943-7547
9152,ARS Hancock-Outdoor Pavillion,None,None,None,N3909 Cty Rd V,54943-7547
9153,ARS Hancock-Storage Shed-Parts,None,None,None,N3909 Cty Rd V,54943-7547
9154,ARS Hancock-Potato Strg Research,None,None,None,N3909 Cty Rd V,54943-7547
9155,ARS Hancock-Machinery Storage,None,None,None,N3909 Cty Rd V,54943-7547
9200,Soils & Plant Analysis Laboratory,None,None,None,8452 Mineral Point Rd,53593-8696
9225,ARS Rhine-Stella-Machine Shed#2,None,None,None,4181 Camp Bryn Afon Rd,54501-9562
9226,ARS Rhine-Stella-Machine Shed#3,None,None,None,4181 Camp Bryn Afon Rd,54501-9562
9227,ARS Rhine-Stella-Storage Barn 1,None,None,None,4118 Camp Bryn Afon Rd,54501-9562
9250,ARS Marshfield-N-Heifer Research Barn,None,None,None,208356 Drake Ave,54484-4476
9251,ARS Marshfield-N-Calf Barn,None,None,None,208356 Drake Ave,54484-4476
9252,ARS Marshfield-N-Feed Center,None,None,None,208356 Drake Ave,54484-4476
9253,ARS Marshfield-N-Farm Shop,None,None,None,208356 Drake Ave,54484-4476
9254,ARS Marshfield-N-Grounds,None,None,None,208356 Drake Ave,54484-4476
9255,ARS Marshfield-N-Feed Pad 1,None,None,None,208356 Drake Ave,54484-4476
9265,ARS Marshfield-N-Heifer Barn 2,None,None,None,208356 Drake Ave,54484-4476
9266,ARS Marshfield-N-Dairy Barn,None,None,None,208356 Drake Ave,54484-4476
9267,ARS Marshfield-N-Milking Parlor,None,None,None,208356 Drake Ave,54484-4476
9269,ARS Marshfield-N-Animal Health,None,None,None,208356 Drake Ave,54484-4476
9275,ARS Marshfield-N-Manure Storage,None,None,None,208356 Drake Ave,54484-4476
9276,ARS Marshfield-N-Manure Treatment,None,None,None,208356 Drake Ave,54484-4476
9502,Parking Lot 132,None,None,None,408 N Lake St,53706-1030
9504,Parking Lot 4,None,None,None,437 Easterday Ln,53706-1253
9506,Parking Lot 5,None,None,None,430 N Park St,53706-1406
9507,Parking Garage 6-HC White,None,None,None,600 N Park St,53706-1403
9508,Parking Garage 7-Grainger,None,None,None,325 N Brooks St,53706-0000
9509,Parking Lot 8,None,None,None,640 N Park St,53706-1403
9510,Parking Lot 9,None,None,None,955 Observatory Dr,53706-0000
9511,Parking Lot 10,None,None,None,1001 Observatory Dr,53706-0000
9512,Parking Lot 11,None,None,None,1125 Observatory Dr,53706-1319
9513,Parking Lot 12,None,None,None,1850 Linden Dr,53706-1111
9514,Parking Lot 13,None,None,None,1217 W Johnson St,53706-1046
9516,Parking Lot 16,None,None,None,48 N Randall Ave,53706-0000
9518,Parking Lot 18,None,None,None,1420 Monroe St,53706-2051
9519,Parking Lot 19,None,None,None,15 N Breese Ter,53726-4101
9520,Parking Lot 21,None,None,None,1221 Linden Dr,53706-1528
9522,Parking Garage 23-Van Hise,None,None,None,1220 Linden Dr,53706-1525
9524,Parking Lot 26-East,None,None,None,1190 Observatory Dr,53706-1320
9525,Parking Lot 26-Upper,None,None,None,1275 Observatory Dr,53706-1211
9526,Parking Lot 26-Lower,None,None,None,1411 Observatory Dr,53706-1209
9527,Parking Garage 27-Nicholas Hall,None,None,None,1320 Linden Dr,53706-0000
9529,Parking Lot 28,None,None,None,465 Lorch St,53706-1513
9530,Parking Ramp 29-21 N Park St,None,None,None,21 N Park St,53715-1218
9531,Parking Lot 30,None,None,None,450 Henry Mall,53706-1533
9533,Parking Lot 34,None,None,None,1480 Tripp Cir,53706-0000
9534,Parking Lot 35,None,None,None,655 Babcock Dr,53706-1204
9535,Parking Lot 37,None,None,None,651 Elm Dr,53706-1136
9536,Parking Lot 26-West,None,None,None,1565 Observatory Dr,53706-1215
9537,Parking Garage 38-Microbial,None,None,None,545 Babcock Dr,53706-1201
9538,Parking Lot 39,None,None,None,1811 Linden Dr,53706-1110
9539,Parking Lot 40,None,None,None,1655 Linden Dr,53706-1536
9540,Parking Lot 41,None,None,None,1820 University Ave,53726-4090
9542,Parking Lot 44,None,None,None,965 W Dayton St,53715-1126
9544,Parking Lot 45,None,None,None,165 N Mills St,53715-1302
9546,Parking Lot 51,None,None,None,30 N Mills St,53715-1211
9547,Parking Lot 81-North,None,None,None,40 N Charter St,53715-0000
9549,Parking Lot 53,None,None,None,155 N Charter St,53715-1142
9551,Parking Lot 54,None,None,None,112 N Charter St,53715-0000
9552,Parking Lot 86,None,None,None,210 N Mills St,53706-0000
9553,Parking Lot 56,None,None,None,255 N Charter St,53715-1144
9554,Parking Lot 57,None,None,None,2075 Willow Dr,53706-1128
9555,Parking Lot 58,None,None,None,1960 Willow Dr,53706-1127
9556,Parking Lot 59,None,None,None,2125 Observatory Dr,53706-1012
9557,Parking Lot 60,None,None,None,801 Walnut St,53726-0000
9559,Parking Lot 74,None,None,None,750 Highland Ave,53705-2221
9561,Parking Lot 137,None,None,None,1625 Highland Ave,53706-0000
9562,Parking Lot 64,None,None,None,606 Walnut St,53726-2336
9563,Parking Lot 65,None,None,None,608 Walnut St,53726-2336
9564,Parking Lot 14,None,None,None,1505 Engineering Dr,53706-1603
9566,Parking Lot 68,None,None,None,870 W Dayton St,53703-2318
9567,Parking Lot 69,None,None,None,280 N Frances St,53706-0000
9570,Parking Lot 72,None,None,None,503 Walnut St,53726-2334
9573,Parking Ramp 76-University Bay Dr,None,None,None,2501 University Bay Dr,53706-0000
9575,Parking Lot 81-South,None,None,None,1280 Capitol Ct,53706-1237
9576,Parking Lot 82,None,None,None,1450 Highland Ave,53705-0000
9577,Parking Garage 83-Fluno Ctr,None,None,None,314 N Frances St,53703-0000
9579,Parking Lot 88,None,None,None,105 East Campus Mall,53715-1210
9580,Parking Lot 91,None,None,None,115 N Frances St,53703-1922
9581,Parking Lot 48,None,None,None,120 East Campus Mall,53715-0000
9582,Parking Lot 92,None,None,None,1015 Clymer Pl,53715-1120
9585,Parking Garage 95-HSLC,None,None,None,950 Highland Ave,53705-2221
9587,Parking Lot 87,None,None,None,701 W Dayton St,53715-0000
9588,Parking Garage 80-Union South,None,None,None,1308 W Dayton St,53715-1149
9589,Parking Garage 15,None,None,None,1432 Monroe St,53711
9590,Parking Lot 85,None,None,None,2280 Observatory Dr,53726-0000
9593,Parking Lot 33,None,None,None,130 N Mills St,53715-0000
9594,Parking Lot 94,None,None,None,107 N Frances St,53703-0000
9598,Parking Ramp 67-Linden Dr,None,None,None,2002 Linden Dr,53706-0000
9601,Parking Lot 101,None,None,None,652 N Lake St,53706-1410
9602,Parking Lot 102,None,None,None,550 N Lake St,53706-0000
9605,Parking Lot 105,None,None,None,475 N Park St,53706-1405
9606,Parking Lot 106,None,None,None,825 W Johnson St,53703-1701
9609,Parking Lot 109,None,None,None,355 N Park St,53706-1300
9610,Parking Lot 110,None,None,None,960 University Ave,53706-1300
9613,Parking Lot 113,None,None,None,1298 W Dayton St,53706-0000
9614,Parking Lot 114,None,None,None,1420 Engineering Dr,53706-1608
9615,Parking Lot 115,None,None,None,445 N Charter St,53706-1507
9616,Parking Lot 116,None,None,None,440 N Charter St,53706-0000
9620,Parking Lot 120,None,None,None,1455 Observatory Dr,53706-1209
9621,Parking Lot 121,None,None,None,622 Babcock Dr,53706-1210
9623,Parking Lot 123,None,None,None,1975 Linden Dr,53706-1108
9624,Parking Lot 124,None,None,None,465 Easterday Ln,53706-0000
9625,Parking Lot 125,None,None,None,455 Easterday Ln,53706-0000
9627,Parking Lot 127,None,None,None,702 Walnut St,53726-0000
9630,Parking Lot 130,None,None,None,2003 University Bay Dr,53706-0000
9631,Parking Lot 131,None,None,None,1601 University Bay Dr,53706-0000
9633,Parking Lot 133,None,None,None,910 Highland Ter,53705-0000
9634,Parking Lot 134,None,None,None,930 Highland Ter,53705-0000
9635,Parking Lot 135,None,None,None,2415 University Bay Dr,53706-0000
9636,Parking Lot 136,None,None,None,23 N Park St,53715-1218
9638,Parking Lot 138,None,None,None,314 N Frances St,53703-0000
9639,Parking Lot 139,None,None,None,1575 Highland Ave,53706-0000
9650,Parking Lot 50,None,None,None,33 N Charter St,53715-0000
9652,Parking Lot 61,None,None,None,930 Clymer Pl,53705-0000
9655,Parking Lot 55,None,None,None,335 N Charter St,53715-0000
9657,Parking Lot 107,None,None,None,754 University Ave,53706-1411
9669,Park & Ride Lot 202,None,None,None,812 W Wingra Dr,53715-0000
9670,Park & Ride Lot 203 (Inactive),None,None,None,750 University Row,53705-1311
9671,Park & Ride Lot 206,None,None,None,910 Oscar Ave,53704-4256
9672,Parking Lot 2,None,None,None,620 N Frances St,53703-0000
9701,Arboretum-Parking Lot 1,None,None,None,1350 Arboretum Dr,53711-0000
9702,Arboretum-Parking Lot 2,None,None,None,1601 Arboretum Dr,53711-0000
9703,Arboretum-Parking Lot 3,None,None,None,2760 Arboretum Dr,53711-0000
9704,Arboretum-Parking Lot 4,None,None,None,2890 Longenecker Dr,53711-0000
9705,Arboretum-Parking Lot 5,None,None,None,3502 McCaffery Dr,53711-0000
9706,Arboretum-Parking Lot 6,None,None,None,1801 Seminole Hwy,53711-0000
9707,Arboretum-Parking Lot 7,None,None,None,2201 Martin St,53713-1145
9708,Arboretum-Parking Lot 8,None,None,None,3091 Arboretum Dr,53711-0000
9709,Arboretum-Parking Lot 9,None,None,None,1101 Arboretum Dr,53711-0000
9710,Arboretum-Parking Lot 10,None,None,None,3621 Nakoma Rd,53711-2910
9711,Arboretum-Arbor Dr Lot,None,None,None,3091 Arbor Dr,53711-0000
9940,Miscellaneous Housing,None,None,None,For Business Services Purposes,00000-0000
9950,Miscellaneous Buildings,None,None,None,For Business Services Purposes,00000-0000
